Mod:Item:MetaData, Localized Name
primal:smelter:3, Adobe Sariras
primal:cauldron, Iron Cauldron
primal:kiln_adobe, Adobe Brick Kiln
primal:kiln_air, tile.primal.kiln_air.name
primal:pitfall, Pitfall Spikes
primal:tatami_bed:0, Oak Tatami Bed
primal:tatami_bed:1, Spruce Tatami Bed
primal:tatami_bed:2, Birch Tatami Bed
primal:tatami_bed:3, Jungle Tatami Bed
primal:tatami_bed:4, Acacia Tatami Bed
primal:tatami_bed:5, Dark Oak Tatami Bed
primal:tatami_bed:6, Ironwood Tatami Bed
primal:tatami_bed:7, Yew Tatami Bed
primal:tatami_bed:8, Lacquer Tatami Bed
primal:tatami_bed:9, Corphyry Tatami Bed
primal:drying_rack:0, Oak Drying Rack
primal:drying_rack:1, Spruce Drying Rack
primal:drying_rack:2, Birch Drying Rack
primal:drying_rack:3, Jungle Drying Rack
primal:drying_rack:4, Acacia Drying Rack
primal:drying_rack:5, Dark Oak Drying Rack
primal:drying_rack:6, Ironwood Drying Rack
primal:drying_rack:7, Yew Drying Rack
primal:drying_rack:8, Lacquer Drying Rack
primal:drying_rack:9, Corphyry Drying Rack
primal:fish_trap:0, Oak Fish Trap
primal:fish_trap:1, Spruce Fish Trap
primal:fish_trap:2, Birch Fish Trap
primal:fish_trap:3, Jungle Fish Trap
primal:fish_trap:4, Acacia Fish Trap
primal:fish_trap:5, Dark Oak Fish Trap
primal:fish_trap:6, Ironwood Fish Trap
primal:fish_trap:7, Yew Fish Trap
primal:fish_trap:8, Lacquer Fish Trap
primal:fish_trap:9, Corphyry Fish Trap
primal:shelf_half:0, Oak Shelf
primal:shelf_half:1, Spruce Shelf
primal:shelf_half:2, Birch Shelf
primal:shelf_half:3, Jungle Shelf
primal:shelf_half:4, Acacia Shelf
primal:shelf_half:5, Dark Oak Shelf
primal:shelf_half:6, Ironwood Shelf
primal:shelf_half:7, Yew Shelf
primal:shelf_half:8, Lacquer Shelf
primal:shelf_half:9, Corphyry Shelf
primal:worktable_slab:0, Oak Crafting Table
primal:worktable_slab:1, Spruce Crafting Table
primal:worktable_slab:2, Birch Crafting Table
primal:worktable_slab:3, Jungle Crafting Table
primal:worktable_slab:4, Acacia Crafting Table
primal:worktable_slab:5, Dark Oak Crafting Table
primal:worktable_slab:6, Ironwood Crafting Table
primal:worktable_slab:7, Yew Crafting Table
primal:worktable_slab:8, Lacquer Crafting Table
primal:worktable_slab:9, Corphyry Crafting Table
primal:worktable_shelf:0, Oak Crafting Table
primal:worktable_shelf:1, Spruce Crafting Table
primal:worktable_shelf:2, Birch Crafting Table
primal:worktable_shelf:3, Jungle Crafting Table
primal:worktable_shelf:4, Acacia Crafting Table
primal:worktable_shelf:5, Dark Oak Crafting Table
primal:worktable_shelf:6, Ironwood Crafting Table
primal:worktable_shelf:7, Yew Crafting Table
primal:worktable_shelf:8, Lacquer Crafting Table
primal:worktable_shelf:9, Corphyry Crafting Table
primal:brick_mold:0, Oak Brick Mold
primal:brick_mold:1, Spruce Brick Mold
primal:brick_mold:2, Birch Brick Mold
primal:brick_mold:3, Jungle Brick Mold
primal:brick_mold:4, Acacia Brick Mold
primal:brick_mold:5, Dark Oak Brick Mold
primal:brick_mold:6, Ironwood Brick Mold
primal:brick_mold:7, Yew Brick Mold
primal:brick_mold:8, Lacquer Brick Mold
primal:brick_mold:9, Corphyry Brick Mold
primal:hardened_stone:0, Hardened Stone
primal:hardened_stone:1, Orange Hardened Stone
primal:hardened_stone:2, Magenta Hardened Stone
primal:hardened_stone:3, Light Blue Hardened Stone
primal:hardened_stone:4, Yellow Hardened Stone
primal:hardened_stone:5, Lime Hardened Stone
primal:hardened_stone:6, Pink Hardened Stone
primal:hardened_stone:7, Gray Hardened Stone
primal:hardened_stone:8, Silver Hardened Stone
primal:hardened_stone:9, Cyan Hardened Stone
primal:hardened_stone:10, Purple Hardened Stone
primal:hardened_stone:11, Blue Hardened Stone
primal:hardened_stone:12, Brown Hardened Stone
primal:hardened_stone:13, Green Hardened Stone
primal:hardened_stone:14, Red Hardened Stone
primal:hardened_stone:15, Black Hardened Stone
primal:common_stone:0, Common Stone
primal:common_stone:1, Smooth Common Stone
primal:common_stone:2, Stacked Common Stone
primal:common_stone:3, Common Brick
primal:common_stone:4, Common Cobblestone
primal:common_stone:5, Chiseled Common Stone
primal:common_stone:6, Mysterious Common Stone
primal:common_stone:7, Common Pillar
primal:sarsen_stone:0, Sarsen Stone
primal:sarsen_stone:1, Smooth Sarsen Stone
primal:sarsen_stone:2, Stacked Sarsen Stone
primal:sarsen_stone:3, Sarsen Brick
primal:sarsen_stone:4, Sarsen Cobblestone
primal:sarsen_stone:5, Chiseled Sarsen Stone
primal:sarsen_stone:6, Mysterious Sarsen Stone
primal:sarsen_stone:7, Sarsen Pillar
primal:blue_stone:0, Bluestone
primal:blue_stone:1, Smooth Bluestone
primal:blue_stone:2, Stacked Bluestone
primal:blue_stone:3, Bluestone Brick
primal:blue_stone:4, Bluestone Cobble
primal:blue_stone:5, Chiseled Bluestone
primal:blue_stone:6, Mysterious Bluestone
primal:blue_stone:7, Bluestone Pillar
primal:ortho_stone:0, Ortho Stone
primal:ortho_stone:1, Smooth Ortho Stone
primal:ortho_stone:2, Stacked Ortho Stone
primal:ortho_stone:3, Ortho Brick
primal:ortho_stone:4, Ortho Cobblestone
primal:ortho_stone:5, Chiseled Ortho Stone
primal:ortho_stone:6, Mysterious Ortho Stone
primal:ortho_stone:7, Ortho Pillar
primal:schist_green_stone:0, Greenschist
primal:schist_green_stone:1, Smooth Greenschist
primal:schist_green_stone:2, Stacked Greenschist
primal:schist_green_stone:3, Greenschist Brick
primal:schist_green_stone:4, Greenschist Cobblestone
primal:schist_green_stone:5, Chiseled Greenschist
primal:schist_green_stone:6, Mysterious Greenschist
primal:schist_green_stone:7, Greenschist Pillar
primal:schist_blue_stone:0, Blueschist
primal:schist_blue_stone:1, Smooth Blueschist
primal:schist_blue_stone:2, Stacked Blueschist
primal:schist_blue_stone:3, Blueschist Brick
primal:schist_blue_stone:4, Blueschist Cobblestone
primal:schist_blue_stone:5, Chiseled Blueschist
primal:schist_blue_stone:6, Mysterious Blueschist
primal:schist_blue_stone:7, Blueschist Pillar
primal:scoria_stone:0, Scoria Stone
primal:scoria_stone:1, Smooth Scoria Stone
primal:scoria_stone:2, Stacked Scoria Stone
primal:scoria_stone:3, Scoria Stone Brick
primal:scoria_stone:4, Scoria Stone Cobblestone
primal:scoria_stone:5, Chiseled Scoria Stone
primal:scoria_stone:6, Mysterious Scoria Stone
primal:scoria_stone:7, Scoria Stone Pillar
primal:porphyry_stone:0, Porphyry Stone
primal:porphyry_stone:1, Smooth Porphyry Stone
primal:porphyry_stone:2, Stacked Porphyry Stone
primal:porphyry_stone:3, Porphyry Brick
primal:porphyry_stone:4, Porphyry Cobblestone
primal:porphyry_stone:5, Chiseled Porphyry Stone
primal:porphyry_stone:6, Mysterious Porphyry Stone
primal:porphyry_stone:7, Porphyry Pillar
primal:purpurite_stone:0, Purpurite Stone
primal:purpurite_stone:1, Smooth Purpurite Stone
primal:purpurite_stone:2, Stacked Purpurite Stone
primal:purpurite_stone:3, Purpurite Stone Brick
primal:purpurite_stone:4, Purpurite Cobblestone
primal:purpurite_stone:5, Chiseled Purpurite Stone
primal:purpurite_stone:6, Mysterious Purpurite Stone
primal:purpurite_stone:7, Purpurite Stone Pillar
primal:ferro_stone:0, Ferrocalcite Stone
primal:ferro_stone:1, Smooth Ferrocalcite Stone
primal:ferro_stone:2, Stacked Ferrocalcite Stone
primal:ferro_stone:3, Ferrocalcite Brick
primal:ferro_stone:4, Ferrocalcite Cobblestone
primal:ferro_stone:5, Chiseled Ferrocalcite Stone
primal:ferro_stone:6, Mysterious Ferrocalcite Stone
primal:ferro_stone:7, Ferrocalcite Pillar
primal:carbonate_stone:0, Carbonate Stone
primal:carbonate_stone:1, Smooth Carbonate Stone
primal:carbonate_stone:2, Stacked Carbonate Stone
primal:carbonate_stone:3, Carbonate Brick
primal:carbonate_stone:4, Carbonate Cobblestone
primal:carbonate_stone:5, Chiseled Carbonate Brick
primal:carbonate_stone:6, Mysterious Carbonate Stone
primal:carbonate_stone:7, Carbonate Pillar
primal:ciniscotta_block:0, Ciniscotta
primal:ciniscotta_block:1, Smooth Ciniscotta
primal:ciniscotta_block:2, Stacked Ciniscotta
primal:ciniscotta_block:3, Ciniscotta Brick
primal:ciniscotta_block:4, Ciniscotta Cobble
primal:ciniscotta_block:5, Chiseled Ciniscotta
primal:ciniscotta_block:6, Mysterious Ciniscotta
primal:ciniscotta_block:7, Ciniscotta Pillar
primal:terracotta_block:0, Terracotta
primal:terracotta_block:1, Smooth Terracotta
primal:terracotta_block:2, Stacked Terracotta
primal:terracotta_block:3, Terracotta Brick
primal:terracotta_block:4, Terracotta Cobble
primal:terracotta_block:5, Chiseled Terracotta
primal:terracotta_block:6, Mysterious Terracotta
primal:terracotta_block:7, Terracotta Pillar
primal:mud_dried:0, Dried Mud
primal:mud_dried:1, Smooth Dried Mud
primal:mud_dried:2, Stacked Dried Mud
primal:mud_dried:3, Dried Mud Brick
primal:mud_dried:4, Dried Mud Cobble
primal:mud_dried:5, Chiseled Dried Mud
primal:mud_dried:6, Mysterious Dried Mud
primal:mud_dried:7, Dried Mud Pillar
primal:nether_earth:0, Nether Earth
primal:nether_earth:1, Smooth Nether Earth
primal:nether_earth:2, Stacked Nether Earth
primal:nether_earth:3, Nether Earth Brick
primal:nether_earth:4, Nether Earth Cobble
primal:nether_earth:5, Chiseled Nether Earth
primal:nether_earth:6, Mysterious Nether Earth
primal:nether_earth:7, Nether Earth Pillar
primal:nether_stone:0, Nether Stone
primal:nether_stone:1, Smooth Nether Stone
primal:nether_stone:2, Stacked Nether Stone
primal:nether_stone:3, Nether Stone Brick
primal:nether_stone:4, Nether Cobblestone
primal:nether_stone:5, Chiseled Nether Stone Brick
primal:nether_stone:6, Mysterious Nether Stone
primal:nether_stone:7, Nether Stone Pillar
primal:eroded_end_stone:0, Eroded End Stone
primal:eroded_end_stone:1, Smooth Eroded End Stone
primal:eroded_end_stone:2, Stacked Eroded End Stone
primal:eroded_end_stone:3, Eroded End Stone Brick
primal:eroded_end_stone:4, Eroded End Stone Cobble
primal:eroded_end_stone:5, Chiseled Eroded End Stone
primal:eroded_end_stone:6, Mysterious Eroded End Stone
primal:eroded_end_stone:7, Eroded End Stone Pillar
primal:desiccated_stone:0, Desiccated Stone
primal:desiccated_stone:1, Desiccated Smooth Stone
primal:desiccated_stone:2, Stacked Desiccated Stone
primal:desiccated_stone:3, Desiccated Brick
primal:desiccated_stone:4, Desiccated Cobblestone
primal:desiccated_stone:5, Chiseled Desiccated Brick
primal:desiccated_stone:6, Mysterious Desiccated Stone
primal:desiccated_stone:7, Desiccated Pillar
primal:soul_stone:0, Soul Stone
primal:soul_stone:1, Smooth Soul Stone
primal:soul_stone:2, Stacked Soul Stone
primal:soul_stone:3, Soul Brick
primal:soul_stone:4, Soul Cobblestone
primal:soul_stone:5, Chiseled Soul Stone
primal:soul_stone:6, Mysterious Soul Stone
primal:soul_stone:7, Soul Stone Pillar
primal:night_stone:0, Hornblende Idolum
primal:night_stone:1, Smooth Hornblende
primal:night_stone:2, Stacked Hornblende
primal:night_stone:3, Hornblende Brick
primal:night_stone:4, Hornblende Cobble
primal:night_stone:5, Chiseled Hornblende
primal:night_stone:6, Mysterious Hornblende
primal:night_stone:7, Hornblende Pillar
primal:adobe_brick, Adobe Brick
primal:storage_crate:0, Oak Storage Crate
primal:storage_crate:1, Spruce Storage Crate
primal:storage_crate:2, Birch Storage Crate
primal:storage_crate:3, Jungle Storage Crate
primal:storage_crate:4, Acacia Storage Crate
primal:storage_crate:5, Dark Oak Storage Crate
primal:storage_crate:6, Ironwood Storage Crate
primal:storage_crate:7, Yew Storage Crate
primal:storage_crate:8, Lacquer Storage Crate
primal:storage_crate:9, Corphyry Storage Crate
primal:barrel:0, Oak Barrel
primal:barrel:1, Spruce Barrel
primal:barrel:2, Birch Barrel
primal:barrel:3, Jungle Barrel
primal:barrel:4, Acacia Barrel
primal:barrel:5, Dark Oak Barrel
primal:barrel:6, Ironwood Barrel
primal:barrel:7, Yew Barrel
primal:barrel:8, Lacquer Barrel
primal:barrel:9, Corphyry Barrel
primal:planks:0, Ironwood Planks
primal:planks:1, Yew Planks
primal:planks:2, Lacquer Planks
primal:planks:3, Corphyry Planks
primal:logs_stripped:0, Oak Stripped Log
primal:logs_stripped:1, Spruce Stripped Log
primal:logs_stripped:2, Birch Stripped Log
primal:logs_stripped:3, Jungle Stripped Log
primal:logs_stripped:4, Acacia Stripped Log
primal:logs_stripped:5, Dark Oak Stripped Log
primal:logs_stripped:6, Ironwood Stripped Log
primal:logs_stripped:7, Yew Stripped Log
primal:logs_stacked:0, Oak Log Stack
primal:logs_stacked:1, Spruce Log Stack
primal:logs_stacked:2, Birch Log Stack
primal:logs_stacked:3, Jungle Log Stack
primal:logs_stacked:4, Acacia Log Stack
primal:logs_stacked:5, Dark Oak Log Stack
primal:logs_stacked:6, Ironwood Log Stack
primal:logs_stacked:7, Yew Log Stack
primal:logs_stacked_corypha, Corphyry Segment Stack
primal:sapling:0, Ironwood Sapling
primal:sapling:1, Yew Sapling
primal:sapling:2, Corphyry Pachyptila Larva
primal:fence:0, Ironwood Fence
primal:fence:1, Yew Fence
primal:fence:2, Lacquer Fence
primal:fence:3, Corphyry Fence
primal:leaves:0, Ironwood Leaves
primal:leaves:1, Yew Leaves
primal:logs:0, Ironwood Log
primal:logs:1, Yew Log
primal:corypha_stalk:0, Corphyry Pachyptila Segment
primal:corypha_stalk:1, Stripped Corphyry Segment
primal:charcoal_stack:0, Poor Grade Charcoal Stack
primal:charcoal_stack:1, Fair Grade Charcoal Stack
primal:charcoal_stack:2, Good Grade Charcoal Stack
primal:charcoal_stack:3, High Grade Charcoal Stack
primal:charcoal_stack:4, Pure Carbon Stack
primal:satetsu:0, Poor Grade Satetsu
primal:satetsu:1, Fair Grade Satetsu
primal:satetsu:2, Good Grade Satetsu
primal:satetsu:3, High Grade Satetsu
primal:satetsu:4, Pure Satetsu
primal:metalblock:0, Crude Iron Block
primal:metalblock:1, Steel Block
primal:metalblock:2, Wootz Steel Block
primal:metalblock:3, Tamahagane Block
primal:metalblock:4, Shibuichi Block
primal:metalblock:5, Adaman Block
primal:metalblock:6, Silver Block
primal:metalblock:7, Lead Block
primal:metalblock:8, Zinc Block
primal:metalblock:9, Tin Block
primal:metalblock:10, Copper Block
primal:metalblock:11, Bronze Block
primal:metalblock:12, Brass Block
primal:metalblock:13, Aluminum Block
primal:metalblock:14, Platinum Block
primal:metalblock:15, Nickel Block
primal:wall:0, Common Stone Wall
primal:wall:1, Sarsen Stone Wall
primal:wall:2, Blue Stone Wall
primal:wall:3, Ortho Stone Wall
primal:wall:4, Green Schist Wall
primal:wall:5, Blue Schist Wall
primal:wall:6, Scoria Stone Wall
primal:wall:7, Purpurite Stone Wall
primal:wall:8, Ferro Stone Wall
primal:wall:9, Carbonate Stone Wall
primal:wall:10, Nether Stone Wall
primal:wall:11, Eroded End Stone Wall
primal:wall:12, Soul Stone Wall
primal:wall:14, Terracotta Wall
primal:wall:14, Terracotta Wall
primal:wall:15, Ciniscotta Wall
primal:thatch_wet, Wet Thatch
primal:thatch, Thatch
primal:thatch_nether, Cineris Thatch
primal:carpet_cineris, Cineris Carpet
primal:carpet_inanis, Inaris Carpet
primal:ovis_atre_wool, Ovis Atre Wool
primal:grated_gravel, Grated Gravel
primal:redstone_sand, Redstone Sand
primal:ash_common, Ash
primal:ash_yew, Yew Ash
primal:ash_ironwood, Ironwood Ash
primal:soulglass, Soul Glass
primal:ironglass, Iron Glass
primal:obsidian_transparent:0, Transparent Obsidian
primal:obsidian_transparent:1, Smooth Transparent Obsidian
primal:obsidian_transparent:2, Framed Transparent Obsidian
primal:mud_wet, Wet Mud
primal:terra_block, Terra Clay
primal:cinis_block, Cinis Clay
primal:calcified_paraffin, Calcified Paraffin
primal:nether_path, Nether Dirt Path
primal:nether_farmland, Nether Farmland
primal:nether_growth, Nethergrowth
primal:loam_block, Loam
primal:ancient_ice, Ancient Ice
primal:nether_mycelium, Mycelium Infested Netherrack
primal:lantern_empty, Lantern
primal:lantern_torch, Lantern Wooden Torch
primal:lantern_nether, Lantern Netherrack Torch
primal:lantern_redstone, Lantern Redstone Torch
primal:lantern_ignis, Lantern Ignis Torch
primal:torch_wood, Wooden Torch
primal:torch_nether, Netherrack Torch
primal:ignis_fatuus, Ignis Fatuus
primal:jackolantern, Jack o'Lantern
primal:lever_nether, Netherrack Lever
primal:door_corypha, Corphyry Door
primal:door_ironwood, Ironwood Door
primal:door_yew, Yew Door
primal:door_lacquer, Lacquer Door
primal:gate_ironwood, Ironwood Gate
primal:gate_corypha, Corphyry Gate
primal:gate_yew, Yew Gate
primal:gate_lacquer, Lacquer Gate
primal:rush, Rushes
primal:corn_stalk, Corn Stalk
primal:strangle_weed, Strangle Weed
primal:old_mans_beard, Old Mans' Beard
primal:nether_bush, Petrified Bush
primal:nether_vine, Cuscuta Inferum
primal:sinuous_weed, Sinuous Weed
primal:daucus_murn, Daucus Murn
primal:valus_omniferum, Valus Omniferum
primal:devils_tongue, Devils' Tongue
primal:aconite, Aconite
primal:tall_grass_growing, Tall Grass
primal:dry_grass, Sesleria Furvum
primal:void_grass, Equisetum Inaris
primal:cineris_grass, Equisetum Cineris Cilium
primal:cineris_bloom, Cineris Bloom
primal:salt_netjry_block, Netjry Salt Flat
primal:ore_salt:0, Halite Salt Ore
primal:ore_salt:1, Fire Salt Ore
primal:ore_salt:2, Void Salt Ore
primal:ore_iron, Iron Ore
primal:ore_bog_iron:0, Mud Bog Iron
primal:ore_bog_iron:1, Terraclay Bog Iron
primal:ore_bog_iron:2, Cinisclay Bog Iron
primal:ore_magnetite:0, Stone Magnetite Ore
primal:ore_magnetite:1, Netherrack Magnetite Ore
primal:ore_magnetite:2, Ferrocarbonate Magnetite Ore
primal:ore_zinc:0, Carbonate Zinc Ore
primal:ore_zinc:1, tile.primal.ore_zinc_nether.name
primal:ore_zinc:2, tile.primal.ore_zinc_end.name
primal:ore_opal:0, Netherrack Opal Ore
primal:ladder_acacia, Acacia Ladder
primal:ladder_bigoak, Dark Oak Ladder
primal:ladder_birch, Birch Ladder
primal:ladder_jungle, Jungle Wood Ladder
primal:ladder_oak, Oak Ladder
primal:ladder_spruce, Spruce Ladder
primal:ladder_ironwood, Ironwood Ladder
primal:ladder_corypha, Corphyry Ladder
primal:ladder_lacquer, Lacquer Ladder
primal:ladder_yew, Yew Ladder
primal:ladder_block_smoothstone, Stone Ladder Block
primal:ladder_block_andesite, Andesite Ladder Block
primal:ladder_block_granite, Granite Ladder Block
primal:ladder_block_diorite, Diorite Ladder Block
primal:ladder_block_smoothandesite, Smooth Andesite Ladder Block
primal:ladder_block_smoothgranite, Smooth Granite Ladder Block
primal:ladder_block_smoothdiorite, Smooth Diorite Ladder Block
primal:ladder_block_cobblestone, Cobblestone Ladder Block
primal:ladder_block_cobblestone_mossy, Mossy Cobblestone Ladder Block
primal:ladder_block_stonebrick, Stonebrick Ladder Block
primal:ladder_block_stonebrick_mossy, Mossy Stonebrick Ladder Block
primal:ladder_block_stonebrick_cracked, Cracked Stonebrick Ladder Block
primal:ladder_block_endstone, End Stone Ladder Block
primal:ladder_block_endbrick, End Brick Ladder Block
primal:ladder_block_netherrack, Netherrack Ladder Block
primal:ladder_block_netherbrick, Netherbrick Ladder Block
primal:ladder_block_netherstone, Netherstone Ladder Block
primal:slat_oak, Oak Slats
primal:slat_spruce, Spruce Slats
primal:slat_birch, Birch Slats
primal:slat_jungle, Jungle Slats
primal:slat_acacia, Acacia Slats
primal:slat_bigoak, Dark Oak Slats
primal:slat_ironwood, Ironwood Slats
primal:slat_yew, Yew Slats
primal:slat_corypha, Corphyry Slats
primal:slat_lacquer, Lacquer Slats
primal:slat_iron, Iron Slats
primal:slab_mud, Dried Mud Slab
primal:slab_glass, Glass Slab
primal:slab_netherrack, Netherrack Slab
primal:slab_netherstone, Netherstone Slab
primal:slab_soulglass, Soul Glass Slab
primal:slab_netherearth, Nether Earth Slab
primal:slab_ironwood, Ironwood Slab
primal:slab_corypha, Corphyry Slab
primal:slab_lacquer, Lacquer Slab
primal:slab_yew, Yew Slab
primal:thin_slab_thatch, Thatch Thin Slab
primal:thin_slab_acacia, Acacia Thin Slab
primal:thin_slab_bigoak, Dark Oak Thin Slab
primal:thin_slab_birch, Birch Thin Slab
primal:thin_slab_oak, Oak Wood Thin Slab
primal:thin_slab_jungle, Jungle Wood Thin Slab
primal:thin_slab_spruce, Spruce Wood Thin Slab
primal:thin_slab_ironwood, Ironwood Thin Slab
primal:thin_slab_corypha, Corphyry Thin Slab
primal:thin_slab_lacquer, Lacquer Thin Slab
primal:thin_slab_yew, Yew Thin Slab
primal:thin_slab_glass, Glass Thin Slab
primal:thin_slab_soulglass, Soul Glass Thin Slab
primal:grate_acacia, Acacia Wood Brick Grate
primal:grate_bigoak, Dark Oak Wood Grate
primal:grate_birch, Birch Wood Grate
primal:grate_jungle, Jungle Wood Grate
primal:grate_oak, Oak Wood Grate
primal:grate_spruce, Spruce Wood Grate
primal:grate_thatch, Thatch Grate
primal:grate_ironwood, Ironwood Grate
primal:grate_corypha, Corphyry Grate
primal:grate_lacquer, Lacquer Grate
primal:drain_carbonate_flag, Smooth Limestone Drain
primal:drain_ferro_flag, Ferrocalcite Flagstone Drain
primal:drain_thatch, Thatch Drain
primal:drain_stonebrick, Stonebrick Drain
primal:drain_netherstone, Netherstone Drain
primal:drain_scoria, Scoria Drain
primal:drain_nether_earth, Nether Earth Drain
primal:drain_mud, Dried Mud Drain
primal:drain_schist_green, Green Schist Drain
primal:drain_ciniscotta, Ciniscotta Drain
primal:stairs_dirt, Dirt Stairs
primal:stairs_path, Grass Path Stairs
primal:stairs_nether_earth, Nether Dirt Stairs
primal:stairs_nether_path, Nether Dirt Path Stairs
primal:stairs_netherrack, Netherrack Stairs
primal:stairs_mud, Mud Stairs
primal:stairs_carbonate_flag, Limestone Flagstone Stairs
primal:stairs_ferro_flag, Ferrocalcite Flagstone Stairs
primal:stairs_night_stone, tile.primal.stairs_night_Stone.name
primal:stairs_corypha, Corphyry Stairs
primal:stairs_ironwood, Ironwood Stairs
primal:stairs_lacquer, Lacquer Stairs
primal:golden_stick, Golden Stick
primal:glass_stick, Glass Stick
primal:dirt_stick, Dirt Stick
primal:cauldron_ladle_ironwood, Ironwood Cauldron Ladle
primal:cauldron_ladle_corypha, Corypha Cauldron Ladle
primal:cauldron_ladle_lacquer, Lacquer Cauldron Ladle
primal:cauldron_ladle_yew, Yew Cauldron Ladle
primal:cauldron_ladle_bone, Bone Cauldron Ladle
primal:bucket_clay_soft, Unfired Clay Bucket
primal:bucket_clay_milk, Milk Clay Bucket
primal:bucket_clay:0, Clay Bucket
primal:bucket_clay:0, §fWater§f Clay Bucket
primal:bucket_clay:0, §fLava§f Clay Bucket
primal:bucket_clay:0, §fBrine§f Clay Bucket
primal:bucket_clay:0, §fLiquid Lithium§f Clay Bucket
primal:bucket_clay:0, §fHeavy Water§f Clay Bucket
primal:bucket_terra_soft, Unfired Terra Bucket
primal:bucket_terra_milk, Milk Terra Bucket
primal:bucket_terra:0, Terracotta Bucket
primal:bucket_terra:0, §fWater§f Terracotta Bucket
primal:bucket_terra:0, §fLava§f Terracotta Bucket
primal:bucket_terra:0, §fBrine§f Terracotta Bucket
primal:bucket_terra:0, §fLiquid Lithium§f Terracotta Bucket
primal:bucket_terra:0, §fHeavy Water§f Terracotta Bucket
primal:bucket_cinis_soft, Unfired Cinis Bucket
primal:bucket_cinis_milk, Milk Cinis Bucket
primal:bucket_cinis:0, Ciniscotta Bucket
primal:bucket_cinis:0, §fWater§f Ciniscotta Bucket
primal:bucket_cinis:0, §fLava§f Ciniscotta Bucket
primal:bucket_cinis:0, §fBrine§f Ciniscotta Bucket
primal:bucket_cinis:0, §fLiquid Lithium§f Ciniscotta Bucket
primal:bucket_cinis:0, §fHeavy Water§f Ciniscotta Bucket
primal:mud_clump, Mud Clump
primal:terra_clump, Terra Clay Clump
primal:cinis_clump, Cinis Clay Clump
primal:adobe_clump, Adobe Brick Mix
primal:muck, Muck
primal:muck_molten, Molten Muck
primal:paraffin_clump, Calcified Paraffin Clump
primal:slag, Slag
primal:fermented_jungle, Fermented Mash
primal:ancient_ice_chunk, Ancient Ice Chunk
primal:rock_stone, Rock
primal:rock_andesite, Andesite Rock
primal:rock_diorite, Diorite Rock
primal:rock_granite, Granite Rock
primal:rock_netherrack, Netherrack Rock
primal:rock_end, End Stone Rock
primal:arrow_quartz, Quartz Arrow
primal:arrow_ironwood, Ironwood Arrow
primal:arrow_torch_wood, Wooden Torch Arrow
primal:arrow_torch_nether, Netherrack Torch Arrow
primal:arrow_torch_redstone, Redstone Torch Arrow
primal:arrow_water, Water Arrow
primal:arrow_paraffin, Paraffin Arrow
primal:arrow_bitumen, Bitumen Arrow
primal:bottle_paraffin, Bottle of Paraffin
primal:bottle_bitumen, Bottle of Boiling Bitumen
primal:fishing_rod_corypha, Corphyry Fishing Rod
primal:boat_ironwood, Ironwood Boat
primal:boat_yew, Yew Boat
primal:boat_lacquer, Lacquer Boat
primal:boat_corypha, Corphyry Boat
primal:mud_brick_wet, Wet Mud Brick
primal:mud_brick_dry, Mud Brick
primal:terra_brick_wet, Wet Terracotta Brick
primal:terra_brick_dry, Terracotta Brick
primal:cinis_brick_wet, Wet Ciniscotta Brick
primal:cinis_brick_dry, Ciniscotta Brick
primal:adobe_brick_wet, Wet Adobe Brick
primal:adobe_brick_dry, Dry Adobe Brick
primal:animal_fur, Animal Fur
primal:pelt_animal, Animal Pelt
primal:pelt_animal_large, Large Animal Pelt
primal:pelt_bear_black, Black Bear Pelt
primal:pelt_bear_brown, Brown Bear Pelt
primal:pelt_bear_polar, Polar Bear Pelt
primal:pelt_deer, Deer Pelt
primal:pelt_cow, Cow Pelt
primal:pelt_dog, White Wolf Pelt
primal:pelt_pig, Pig Pelt
primal:pelt_shark, Shark Skin
primal:pelt_gator, Gator Skin
primal:pelt_mooshroom, Mooshroon Pelt
primal:pelt_sheep, Sheep Pelt
primal:pelt_ovis, Ovis Atre Pelt
primal:pelt_horse, Horse Pelt
primal:pelt_donkey, Donkey Pelt
primal:pelt_mule, Mule Pelt
primal:pelt_llama, Llama Pelt
primal:hide_dried, Dried Hide
primal:hide_raw, Raw Hide
primal:hide_salted, Salted Hide
primal:hide_spoiled, Spoiled Hide
primal:hide_tanned, Tanned Hide
primal:pigman_hide_dried, Dried Pigman Hide
primal:pigman_hide_raw, Raw Pigman Hide
primal:pigman_hide_salted, Salted Pigman Hide
primal:pigman_hide_spoiled, Spoiled Pigman Hide
primal:pigman_hide_tanned, Tanned Pigman Hide
primal:pigman_leather, Pigman Leather
primal:mortar, Mortar
primal:leather_strip, Leather Strip
primal:leather_cordage, Leather Cordage
primal:leather_boiled, Boiled Leather
primal:silk_cordage, Silk Cordage
primal:silk_cordage_coiled, Coil of Silk Cordage
primal:fletching, Fletching
primal:wood_pin, Wood Pin
primal:ironwood_stick, Ironwood Stick
primal:yew_stick, Yew Stick
primal:tallow, Tallow
primal:bark_oak, Oak Bark
primal:bark_spruce, Spruce Bark
primal:bark_birch, Birch Bark
primal:bark_jungle, Jungle Wood Bark
primal:bark_acacia, Acacia Bark
primal:bark_bigoak, Dark Oak Bark
primal:bark_ironwood, Ironwood Bark
primal:bark_yew, Yew Bark
primal:bark_corypha, Corphyry Plate
primal:barrel_trap, Barrel Trap Charge
primal:barrel_oak_lid, Oak Barrel Lid
